Gender,DOB,Degree,Specialization,collegeGPA,GraduationYear,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
m,1990-07-05,B.Tech/B.E.,information technology,67.3,2011,-0.1082,-0.7473,0.8171,-0.0552,-0.2875,300000
f,1988-05-30,MCA,computer application,78.0,2013,-0.4173,-0.5523,-0.7068,-0.4078,-0.2875,460000
m,1990-09-27,B.Tech/B.E.,information technology,69.51,2012,1.5644,0.2124,-0.4511,0.0192,1.247,300000
f,1992-04-16,B.Tech/B.E.,electronics and communication engineering,73.0,2013,1.7081,1.2114,0.3174,-1.6289,0.2889,340000
f,1993-03-17,B.Tech/B.E.,computer science & engineering,72.5,2014,0.8463,1.7109,1.2396,-1.3753,1.4386,300000
m,1994-12-30,B.Tech/B.E.,computer science & engineering,61.0,2015,-0.8772,-0.6201,-0.2974,-0.3612,0.4805,300000
f,1992-04-18,B.Tech/B.E.,computer science & engineering,66.07,2013,1.8517,0.7119,1.0859,-0.7415,-0.2859,300000
f,1987-03-15,B.Tech/B.E.,electrical engineering,76.25,2010,-0.4173,0.1888,-0.4891,0.4148,0.8183,215000
m,1992-01-04,B.Tech/B.E.,electronics and electrical engineering,82.0,2013,-1.4517,-2.4516,-1.0659,-0.2344,-0.2859,400000
m,1991-07-05,B.Tech/B.E.,electronics and communication engineering,61.0,2013,-1.1644,-1.7856,-1.0659,0.1459,-2.5853,180000
m,1989-05-06,B.Tech/B.E.,electronics & telecommunications,80.0,2011,-0.7264,-1.0593,-0.344,-0.4078,-0.6035,470000
f,1993-06-03,B.Tech/B.E.,computer science & engineering,79.0,2014,0.8463,0.2124,1.0859,-0.4879,0.6721,300000
m,1993-02-02,B.Tech/B.E.,mechanical engineering,69.75,2014,0.4155,-0.1206,0.4711,1.4136,0.6721,225000
m,1989-11-22,B.Tech/B.E.,information technology,71.4,2011,0.51,0.6568,-1.6502,-0.2902,-0.7615,505000
m,1993-03-25,B.Tech/B.E.,electronics and communication engineering,87.8,2014,-0.0154,0.2124,-0.1437,-0.7415,0.6721,450000
f,1990-11-28,B.Tech/B.E.,electronics and communication engineering,71.3,2012,0.0464,0.8128,0.3817,0.884829999999999,0.3444,390000
m,1988-06-01,MCA,computer application,64.56,2013,0.1282,-0.7866,-0.6048,0.7798,0.0973,105000
m,1988-11-16,B.Tech/B.E.,electronics and communication engineering,54.0,2010,0.0464,-0.2793,0.8171,2.1774,1.1343,150000
m,1991-06-22,B.Tech/B.E.,computer science & engineering,60.64,2014,0.7027,0.7119,0.9322,-1.5021,-0.0943,120000
m,1988-04-18,B.Tech/B.E.,computer engineering,68.0,2013,-0.6491,0.1888,-0.4891,0.1798,-0.9194,330000
m,1989-07-08,B.Tech/B.E.,computer engineering,62.0,2012,-0.1855,-0.7473,0.2366,2.4712,-1.7093,320000
m,1991-05-17,B.Tech/B.E.,information technology,62.9,2014,-1.5953,-0.6201,-0.7585,0.5262,-0.4776,100000
m,1988-08-12,MCA,computer application,67.0,2014,-0.0154,0.5454,0.4711,-2.0092,-1.0524,120000
f,1992-06-30,B.Tech/B.E.,electronics and communication engineering,74.94,2013,0.8463,0.2124,-0.1437,-1.2486,-1.0524,325000
f,1987-11-09,M.Tech./M.E.,computer engineering,79.7,2011,-1.4992,1.1248,-1.2148,0.1798,0.6603,400000
m,1989-06-27,B.Tech/B.E.,mechanical engineering,71.2,2011,-1.3447,0.5008,-0.1988,-0.5253,-0.7615,440000
m,1992-03-18,B.Tech/B.E.,information technology,65.5,2014,0.1282,-0.1206,0.3174,0.653,-0.6692,180000
m,1991-01-25,B.Tech/B.E.,information technology,58.61,2013,-0.4463,1.3779,0.9322,-0.995,0.8637,350000
m,1991-05-04,B.Tech/B.E.,information technology,6.63,2014,0.8463,0.7119,0.4711,1.1601,0.4805,195000
f,1993-02-03,B.Tech/B.E.,computer science & engineering,61.25,2014,-1.308,-2.1186,-1.2196,0.2727,-1.0524,180000
m,1990-05-10,B.Tech/B.E.,electronics and communication engineering,72.0,2012,-0.880999999999999,-0.6693,-1.2511,-0.6428,-1.0774,325000
m,1988-05-29,B.Tech/B.E.,computer engineering,59.0,2011,-1.4992,0.1888,-0.7794,0.4148,0.0284,300000
m,1991-07-20,B.Tech/B.E.,electronics and communication engineering,65.0,2013,-0.4463,-0.9531,-0.7585,0.3995,-2.2021,350000
m,1989-02-26,MCA,computer application,70.0,2012,0.3941,0.5008,-0.6343,0.62043,-1.3934,380000
f,1990-08-23,B.Tech/B.E.,electronics and communication engineering,70.12,2013,-0.7651,0.5008,0.0914,0.7967,-0.1295,420000
f,1990-08-25,B.Tech/B.E.,information technology,68.0,2012,-1.6538,-0.4353,-0.0537,1.5899,-1.8673,225000
f,1990-01-18,MCA,computer application,81.0,2013,0.8463,-0.7866,1.0859,0.5262,-0.2859,235000
m,1990-06-04,B.Tech/B.E.,electronics and communication engineering,69.5,2014,1.1336,1.2114,1.7007,-2.0092,1.247,145000
m,1993-06-06,B.Tech/B.E.,electrical engineering,75.1,2014,0.1282,-0.6201,0.01,0.7798,-0.8608,240000
f,1991-09-08,B.Tech/B.E.,computer science & engineering,70.41,2014,0.1282,0.5454,0.3174,-0.2344,-0.2859,240000
f,1990-05-26,B.Tech/B.E.,computer engineering,70.0,2011,0.0464,-0.1232,-0.0537,1.1199,-0.7615,325000
m,1986-07-10,B.Tech/B.E.,electrical engineering,64.0,2011,-1.1901,1.2808,0.672,-1.7004,0.8183,180000
m,1991-09-29,B.Tech/B.E.,information technology,68.0,2013,-1.308,-3.7836,-2.6028,0.3995,-1.6273,90000
m,1990-08-17,B.Tech/B.E.,computer engineering,79.2,2012,-3.0448,-1.1373,-0.0537,-0.4078,-0.7615,630000
m,1990-03-20,B.Tech/B.E.,electronics and communication engineering,62.0,2012,-1.3447,-1.3713,0.0552,-0.0552,-0.2875,145000
f,1992-11-09,B.Tech/B.E.,computer science & engineering,75.3,2014,0.7027,-0.2871,1.0859,-0.6147,-1.244,350000
m,1990-11-03,B.Tech/B.E.,information technology,65.67,2012,-0.1082,-0.7473,0.2366,0.7673,0.3049,430000
f,1987-10-23,B.Tech/B.E.,biomedical engineering,65.9,2010,0.9737,-0.2793,-1.2148,-0.8778,0.5024,435000
m,1989-05-05,B.Tech/B.E.,electronics & telecommunications,64.0,2011,-0.51,0.0328,0.6984,-0.5644,0.6603,150000
m,1992-01-05,B.Tech/B.E.,computer science & engineering,61.12,2013,0.99,1.0449,1.7007,1.4136,0.8637,150000
f,1992-01-04,B.Tech/B.E.,information technology,76.67,2013,1.4208,0.8784,0.7785,-0.1076,0.8637,300000
f,1992-02-01,B.Tech/B.E.,computer science & engineering,76.0,2013,1.2772,0.8784,0.1637,1.4136,1.247,275000
f,1988-09-22,B.Tech/B.E.,electronics and communication engineering,72.0,2011,-0.159,-0.4536,0.7785,-0.3612,-1.0524,300000
m,1992-07-06,B.Tech/B.E.,computer science & engineering,80.0,2013,1.59199999999999,1.0858,-0.0537,-0.4078,0.0284,100000
m,1989-08-13,B.Tech/B.E.,electronics and communication engineering,76.5,2010,-1.9629,-1.3713,-1.3599,-0.7603,-0.4455,500000
m,1991-05-06,B.Tech/B.E.,electronics & instrumentation eng,78.5,2013,-2.0262,-0.4536,-0.9122,0.653,-0.6692,190000
f,1992-01-26,B.Tech/B.E.,electronics and electrical engineering,80.0,2016,-0.4463,-1.2861,-2.4491,-1.3753,-0.2859,350000
m,1992-03-04,B.Tech/B.E.,electronics and communication engineering,64.0,2013,-1.4517,0.7119,-0.6048,-0.3612,-0.2859,65000
m,1991-06-03,B.Tech/B.E.,computer science & engineering,63.0,2014,0.5591,0.5454,0.1637,0.3995,0.4805,300000
m,1991-06-08,B.Tech/B.E.,information technology,76.09,2012,-0.4173,0.3448,0.3817,-0.43717,-0.9194,475000
m,1990-12-10,B.Tech/B.E.,computer engineering,69.0,2011,-0.1082,0.6568,0.5269,-0.2902,0.9763,300000
m,1991-04-30,B.Tech/B.E.,electronics and communication engineering,64.6,2012,0.3555,0.9688,0.0914,-1.23027,0.1864,355000
m,1988-09-01,B.Tech/B.E.,computer engineering,65.14,2012,0.3555,-0.4353,-1.5776,-0.2902,-1.2354,60000
m,1990-07-20,B.Tech/B.E.,computer science & engineering,55.0,2014,1.1336,0.7119,0.7785,0.1459,0.4805,300000
f,1985-11-03,MCA,computer application,75.67,2009,0.3555,-0.7473,-0.1988,0.7673,-0.4455,160000
f,1991-09-24,B.Tech/B.E.,electronics and communication engineering,77.0,2013,-0.2628,0.1888,-0.1988,-0.0552,-0.6035,320000
m,1993-01-01,B.Tech/B.E.,electronics and communication engineering,68.0,2014,0.5591,0.3789,0.6248,1.0333,0.2889,105000
m,1990-03-17,B.Tech/B.E.,computer engineering,78.0,2011,0.51,0.3448,0.3817,-1.4653,-0.2875,500000
m,1993-08-28,B.Tech/B.E.,electronics and communication engineering,76.4,2014,0.1282,0.3789,-1.527,-0.8682,-0.6692,325000
m,1990-05-18,B.Tech/B.E.,information technology,68.22,2012,-1.3447,0.3448,-0.6343,1.0024,-0.0506,445000
m,1992-02-14,B.Tech/B.E.,electronics and electrical engineering,75.46,2013,-0.7335,0.2124,0.01,-0.3612,0.2889,210000
m,1991-11-29,B.Tech/B.E.,electronics and electrical engineering,58.0,2012,-0.4173,-0.7473,-0.4891,0.4148,-0.168999999999999,165000
m,1990-07-22,B.Tech/B.E.,electronics and communication engineering,74.9,2014,-0.4463,-0.9531,-1.6807,0.0192,-0.2859,300000
m,1994-04-26,B.Tech/B.E.,electronics and communication engineering,61.0,2013,0.4155,0.5454,0.9322,-0.6147,-0.2859,300000
f,1986-11-21,B.Tech/B.E.,computer engineering,69.2,2011,-0.5719,1.1248,1.2525,-0.9953,0.8183,200000
f,1991-11-18,B.Tech/B.E.,computer science & engineering,74.0,2013,0.8463,-0.7866,1.2396,-0.4879,1.4386,300000
m,1992-07-14,B.Tech/B.E.,electrical and power engineering,64.61,2014,1.9953,1.3779,1.0859,-1.3753,1.0554,240000
m,1992-11-12,B.Tech/B.E.,electronics and communication engineering,75.8,2014,0.2718,0.0459,0.3174,-0.7415,-2.2021,340000
m,1992-08-09,B.Tech/B.E.,computer science & engineering,72.26,2014,0.8463,0.8784,1.7007,-2.0092,1.247,325000
m,1987-01-20,MCA,computer application,69.71,2011,1.1283,0.0328,-0.1988,-1.2303,0.9763,440000
m,1993-05-01,B.Tech/B.E.,computer science & engineering,71.52,2014,-0.0154,0.5454,0.4711,-0.1076,0.2889,305000
m,1989-02-15,B.Tech/B.E.,electronics and instrumentation engineering,66.0,2011,0.0464,-1.9953,0.0914,0.8848,0.0284,150000
m,1993-06-01,B.Tech/B.E.,electronics and communication engineering,82.2,2014,1.8517,0.3789,0.4711,-0.2344,0.6721,420000
m,1991-08-14,B.Tech/B.E.,electronics and communication engineering,74.64,2012,1.5644,1.7109,2.1617,-2.136,-0.0943,240000
m,1988-01-17,B.Tech/B.E.,electronics and communication engineering,63.81,2012,-0.4173,0.8128,0.0914,1.5899,-0.2875,450000
m,1992-06-17,B.Tech/B.E.,information technology,76.1,2014,-0.3027,-0.4536,-0.4511,-0.2344,0.4805,350000
f,1991-07-14,B.Tech/B.E.,information technology,68.24,2012,0.9737,-0.5913,-1.3599,0.8848,-0.0506,325000
f,1989-11-17,B.Tech/B.E.,information technology,76.1,2011,1.4374,0.9688,1.1074,-1.1128,0.5024,500000
f,1990-05-27,B.Tech/B.E.,computer engineering,69.1,2012,-0.7264,1.7488,0.3817,0.2973,0.5419,465000
m,1994-02-12,B.Tech/B.E.,computer science & engineering,76.0,2014,-1.0208,-1.1196,-1.9881,-0.2344,-2.7769,350000
f,1991-04-08,B.Tech/B.E.,computer engineering,80.0,2012,0.51,1.3198,0.8171,0.53233,-0.7615,515000
m,1989-07-22,B.Tech/B.E.,electrical engineering,59.8,2009,0.51,0.3448,1.1074,0.4148,0.1864,150000
f,1991-10-06,B.Tech/B.E.,electronics and communication engineering,60.87,2013,0.8192,1.4368,-1.2148,-0.4078,0.1864,390000
m,1992-02-18,B.Tech/B.E.,computer science & engineering,67.66,2013,0.99,0.3789,0.7785,-0.3612,0.2889,260000
f,1987-06-26,B.Tech/B.E.,computer engineering,55.7,2009,-3.3539,-2.4633,-1.3599,0.1798,-3.4471,260000
m,1990-06-02,MCA,computer application,78.0,2013,1.1336,1.3779,1.547,-1.3753,0.8637,310000
m,1992-07-05,B.Tech/B.E.,information technology,67.0,2013,0.2718,-1.1196,-1.8344,-0.7415,-1.8189,105000
m,1990-06-22,B.Tech/B.E.,civil engineering,79.0,2012,0.3555,-0.9033,0.9623,0.64983,-0.4229,800000
m,1990-07-14,B.Tech/B.E.,electronics & instrumentation eng,78.0,2011,-0.2628,-0.1232,0.2366,-1.2303,-0.7615,440000
f,1991-11-28,B.Tech/B.E.,instrumentation and control engineering,76.5,2013,0.4155,1.0449,0.7785,-0.3612,-0.4776,625000
f,1990-09-11,B.Tech/B.E.,information technology,75.8,2012,-1.1901,-0.1232,-0.6343,0.0623,-0.8799,450000
m,1992-08-21,B.Tech/B.E.,telecommunication engineering,90.0,2014,0.7027,-0.4536,-0.2974,-1.5021,-0.0943,275000
m,1989-07-04,B.Tech/B.E.,computer engineering,55.0,2011,-1.1901,-0.2793,0.2366,-0.1727,-0.2875,315000
m,1990-03-04,B.Tech/B.E.,metallurgical engineering,78.1,2013,1.8517,1.0449,0.4711,-2.5163,-0.4776,375000
m,1991-12-03,B.Tech/B.E.,electronics and communication engineering,75.57,2013,-0.5899,0.2124,0.4711,-0.7415,0.8637,325000
m,1992-04-27,B.Tech/B.E.,electronics and communication engineering,69.0,2013,-0.0154,0.8784,1.3933,0.3995,0.6721,300000
f,1991-06-01,B.Tech/B.E.,information technology,72.72,2012,1.2828,0.8128,0.5269,-0.407769999999999,0.5419,400000
m,1990-03-12,B.Tech/B.E.,computer science & engineering,67.87,2013,0.7027,0.7119,0.7785,-0.7415,-0.2859,155000
m,1992-11-20,B.Tech/B.E.,information technology,80.0,2013,0.8463,1.0449,1.3933,-1.6289,-0.2859,300000
m,1988-12-26,MCA,computer application,74.2,2013,-0.3027,-1.2861,0.7785,0.2727,-1.4356,145000
f,1988-06-18,B.Tech/B.E.,information technology,75.0,2011,-0.7264,1.1248,-1.9405,-0.1727,0.9763,350000
m,1988-12-04,M.Tech./M.E.,computer science & engineering,83.0,2013,0.4155,0.3789,0.1637,-0.6147,0.6721,400000
f,1993-02-14,B.Tech/B.E.,civil engineering,71.66,2014,-0.159,-0.4536,-1.3733,0.0192,-0.0943,150000
m,1992-10-09,B.Tech/B.E.,computer engineering,61.0,2014,-0.8772,-1.7856,-0.7585,0.7798,-1.6273,200000
f,1992-09-14,B.Tech/B.E.,information technology,81.0,2014,0.99,1.0449,0.3174,-0.6147,1.0554,325000
m,1990-02-28,B.Tech/B.E.,computer engineering,74.0,2011,0.3555,0.9688,-0.4891,0.0623,0.9763,225000
m,1991-07-05,B.Tech/B.E.,electronics and communication engineering,78.59,2013,-1.0208,1.0449,-1.3733,-1.8824,1.0554,350000
m,1986-09-07,B.Tech/B.E.,computer engineering,77.0,2010,0.7208,0.3731,0.0914,-1.9033,0.0916,495000
f,1992-08-26,B.Tech/B.E.,electronics and communication engineering,75.0,2014,-0.159,0.3789,1.0859,-0.995,-1.0524,200000
m,1992-11-09,B.Tech/B.E.,computer science & engineering,65.5,2014,1.2772,0.0459,1.547,0.0192,0.8637,390000
m,1992-10-10,B.Tech/B.E.,computer science & engineering,70.9,2014,-1.0355,-0.2793,-0.0537,0.5323,0.3049,325000
m,1990-03-07,B.Tech/B.E.,information technology,68.47,2011,0.3555,-0.1232,0.0914,0.7673,-0.7615,650000
m,1993-02-01,B.Tech/B.E.,electronics and communication engineering,76.44,2014,0.99,1.3779,0.7785,-0.2344,-0.6692,300000
m,1990-08-01,B.Tech/B.E.,applied electronics and instrumentation,76.7,2013,1.2772,0.8784,-0.9122,-1.5021,0.0973,300000
m,1991-11-17,B.Tech/B.E.,electronics & instrumentation eng,71.72,2014,-0.159,0.3789,0.01,-0.7415,-0.8608,320000
m,1991-11-11,B.Tech/B.E.,electronics and communication engineering,66.87,2013,1.7081,1.3779,0.6248,-0.4879,0.4805,220000
m,1993-08-20,B.Tech/B.E.,electronics and electrical engineering,60.0,2014,0.4155,0.2124,0.4711,-0.4879,0.2889,185000
m,1994-03-30,B.Tech/B.E.,information technology,76.47,2015,-2.6007,-0.6201,-0.4511,1.9207,-0.4776,240000
m,1991-11-22,B.Tech/B.E.,computer science & engineering,72.0,2013,0.2718,0.0459,1.3933,0.0192,0.8637,200000
m,1989-08-26,B.Tech/B.E.,information technology,67.5,2011,-0.5719,-0.5913,0.8171,0.2973,-0.1295,80000
m,1990-12-26,B.Tech/B.E.,information technology,66.39,2012,0.3555,1.5538,0.3817,-0.29027,0.6603,415000
m,1994-02-20,B.Tech/B.E.,electronics and communication engineering,68.06,2014,-0.8772,-2.1186,0.1637,0.9066,-1.8189,160000
m,1993-12-05,B.Tech/B.E.,computer science & engineering,57.34,2015,-2.457,0.7119,0.3174,0.0192,0.4805,120000
m,1992-05-29,B.Tech/B.E.,computer science & engineering,67.6,2014,0.99,0.3789,0.01,1.2869,0.4805,475000
m,1990-09-01,B.Tech/B.E.,electronics and electrical engineering,77.5,2011,0.8192,1.1248,1.688,-1.8179,-0.9194,175000
m,1988-06-24,B.Tech/B.E.,information technology,57.0,2010,1.4374,0.5008,1.1074,-0.4078,0.8183,455000
f,1992-09-25,B.Tech/B.E.,electronics & telecommunications,76.0,2014,-0.159,0.3789,-2.4491,-0.8682,0.2889,225000
f,1988-11-16,B.Tech/B.E.,computer engineering,66.7,2011,-0.7264,-0.7473,0.2366,-0.4078,-0.6035,310000
m,1991-01-25,B.Tech/B.E.,computer engineering,87.6,2012,-0.4173,0.9688,-0.1988,-0.2902,0.3049,800000
m,1991-08-23,B.Tech/B.E.,information technology,74.5,2012,0.2009,1.6708,0.5994,0.0623,0.5024,280000
m,1989-12-03,B.Tech/B.E.,mechanical engineering,77.0,2012,0.8192,0.3838,-0.0537,-0.29027,-0.4455,460000
m,1990-08-31,B.Tech/B.E.,electronics and communication engineering,71.3,2014,-1.5953,-0.6201,-1.8344,-0.3612,-1.6273,315000
m,1990-10-12,B.Tech/B.E.,mechanical engineering,75.0,2013,-0.5719,0.8128,0.5269,1.2374,-0.643,350000
f,1991-05-20,B.Tech/B.E.,computer science & engineering,60.78,2014,0.8463,1.2114,1.2396,0.1459,0.6721,200000
f,1993-03-03,B.Tech/B.E.,information science engineering,76.2,2014,-0.5899,-0.1206,-0.2974,-0.2344,-0.4776,370000
m,1991-09-08,B.Tech/B.E.,computer science & engineering,72.0,2014,-1.308,-3.1176,-1.0659,0.1459,-0.8608,200000
m,1992-06-04,B.Tech/B.E.,electronics and communication engineering,72.12,2014,0.7027,0.5454,-0.2974,0.2727,1.247,200000
f,1991-03-14,B.Tech/B.E.,computer science & engineering,76.0,2013,1.1336,0.8784,0.1637,-1.2486,0.0973,325000
m,1992-03-18,B.Tech/B.E.,information technology,60.64,2013,1.1283,1.2808,-0.1988,-1.1128,-0.2875,160000
m,1992-09-24,B.Tech/B.E.,computer science & engineering,63.65,2014,-0.0154,0.8784,1.2396,1.9207,0.8637,235000
f,1992-06-10,B.Tech/B.E.,information technology,73.0,2013,0.99,-0.1206,0.4711,0.5262,-0.6692,340000
m,1987-10-29,M.Tech./M.E.,electronics and communication engineering,88.2,2012,-1.6538,0.5008,-0.9245,-0.29027,-0.7615,335000
f,1990-09-15,B.Tech/B.E.,electronics & instrumentation eng,77.0,2012,-0.0696,0.0328,-0.1988,0.0035,-0.9194,305000
m,1988-08-21,MCA,computer application,75.83,2013,-0.4463,-0.2871,-0.6048,0.653,-1.4356,120000
m,1991-12-18,B.Tech/B.E.,computer science & engineering,61.75,2014,0.2718,-0.4536,-0.2974,-0.7415,-0.8608,120000
m,1993-02-08,B.Tech/B.E.,mechanical engineering,70.0,2014,-0.8772,-0.6201,0.3174,-0.2344,1.4386,180000
m,1990-12-27,B.Tech/B.E.,information technology,76.5,2012,-0.4173,0.5008,-0.7794,0.5323,0.3049,370000
m,1992-01-23,B.Tech/B.E.,electronics and communication engineering,76.0,2013,-0.4463,-0.6201,-0.6048,0.7798,-2.7769,190000
m,1988-10-23,B.Tech/B.E.,computer engineering,71.7,2011,1.4374,0.8128,0.5269,0.2973,1.4502,305000
m,1992-01-21,B.Tech/B.E.,mechanical engineering,82.09,2013,0.2718,0.0459,-0.6048,-0.2344,0.4805,450000
m,1992-05-22,B.Tech/B.E.,electronics and communication engineering,75.0,2014,-1.8825,0.0459,-0.1437,0.0192,-0.2859,345000
m,1991-08-16,B.Tech/B.E.,computer engineering,74.5,2012,0.9737,0.9688,-1.0334,-1.4653,-0.2875,335000
m,1992-10-20,B.Tech/B.E.,computer engineering,76.56,2013,1.7081,-1.9521,-1.3733,-1.7556,-1.0524,480000
m,1991-05-25,B.Tech/B.E.,mechanical engineering,72.3,2013,-2.0262,-1.1196,-0.7585,-0.2344,-0.4776,600000
m,1992-10-05,B.Tech/B.E.,electronics and communication engineering,79.42,2014,-0.3027,0.3789,-2.4491,-0.4879,-1.4356,325000
m,1991-05-24,B.Tech/B.E.,electronics and electrical engineering,67.9,2017,1.4208,1.3779,1.0859,-1.7556,0.8637,180000
m,1991-07-27,B.Tech/B.E.,electronics and electrical engineering,77.85,2013,0.1282,0.8784,-0.4511,0.2727,1.247,325000
m,1992-07-01,B.Tech/B.E.,electronics and communication engineering,69.8,2013,1.7081,1.5444,0.9322,-2.2627,0.6721,220000
m,1991-02-26,B.Tech/B.E.,computer science & engineering,84.0,2013,0.1282,1.0449,0.9322,-0.995,-0.0943,375000
m,1991-07-05,B.Tech/B.E.,computer science & engineering,81.0,2012,1.59199999999999,0.8128,-0.344,-0.1727,-0.0506,300000
m,1992-04-20,B.Tech/B.E.,electronics and instrumentation engineering,65.3,2014,-0.0154,-1.2861,1.0859,0.7798,-0.0943,180000
m,1991-09-26,B.Tech/B.E.,applied electronics and instrumentation,75.0,2013,0.7027,0.2124,0.9322,0.9066,-0.2859,220000
f,1992-04-30,B.Tech/B.E.,computer science & engineering,70.12,2014,0.5591,1.2114,1.8543,0.1459,0.0973,300000
m,1993-10-06,B.Tech/B.E.,computer science & engineering,67.54,2014,-1.1644,-0.1206,-1.3733,0.0192,0.0973,225000
f,1990-07-16,B.Tech/B.E.,electronics and electrical engineering,88.6,2011,0.8192,-0.1232,-0.344,-0.1727,1.1343,650000
m,1989-12-31,B.Tech/B.E.,electronics and electrical engineering,61.51,2011,0.2718,-0.1206,0.4711,-0.6147,-0.2859,120000
m,1991-06-09,B.Tech/B.E.,electronics and instrumentation engineering,72.5,2013,-0.0154,-1.1196,0.6248,-0.4879,-1.4356,180000
m,1991-06-09,B.Tech/B.E.,information technology,81.6,2012,0.6646,1.9048,2.1234,3.3525,1.1343,445000
m,1992-04-02,B.Tech/B.E.,computer science & engineering,73.04,2013,-0.4173,-0.7473,0.8171,-0.5253,-0.7615,420000
m,1993-06-06,MCA,computer application,73.0,2015,-3.3188,-1.6191,-3.525,0.2727,-0.4776,280000
f,1992-03-07,B.Tech/B.E.,computer science & engineering,67.38,2013,-0.0154,0.0459,0.9322,-0.1076,-1.244,220000
m,1990-01-02,B.Tech/B.E.,electronics and electrical engineering,79.6,2013,-0.7335,-0.6201,-1.2196,-0.6147,-1.244,300000
m,1990-10-20,B.Tech/B.E.,electrical engineering,71.31,2012,-1.1128,-1.0593,-0.344,-0.17277,-2.1833,370000
m,1985-07-07,B.Tech/B.E.,information technology,60.0,2011,-0.5719,-1.5273,-0.344,1.3549,-1.2354,150000
m,1990-12-22,B.Tech/B.E.,electronics & telecommunications,65.8,2012,0.1282,0.8784,0.3174,-1.1218,0.0973,300000
m,1989-04-07,B.Tech/B.E.,mechanical engineering,70.0,2011,-1.9629,-0.7473,-1.9405,0.2973,0.1864,390000
m,1993-01-21,B.Tech/B.E.,electronics and communication engineering,66.46,2014,0.7027,0.2124,-0.4511,-0.1076,-0.2859,145000
m,1990-11-05,B.Tech/B.E.,electrical engineering,79.9,2013,0.5591,0.2124,0.7785,0.5262,-1.6273,180000
m,1989-07-20,B.Tech/B.E.,computer science & engineering,68.58,2011,0.1282,-0.2871,-0.2974,-0.1076,-0.4776,240000
f,1990-03-22,B.Tech/B.E.,aeronautical engineering,77.0,2012,-0.880999999999999,-0.9033,-0.7068,-0.407769999999999,0.3444,180000
f,1992-03-07,B.Tech/B.E.,electronics and communication engineering,77.7,2013,-0.3027,0.3789,0.3174,0.9066,0.2889,120000
m,1988-09-05,MCA,computer application,78.0,2013,0.8463,0.2124,0.9322,0.0192,0.8637,185000
m,1989-01-24,B.Tech/B.E.,electronics and communication engineering,73.0,2010,-0.2628,0.5008,-1.2148,1.4724,-0.1295,400000
m,1989-10-02,B.Tech/B.E.,electronics and communication engineering,73.0,2013,0.2718,1.2114,0.1637,-0.995,0.4805,315000
m,1990-09-27,B.Tech/B.E.,electronics and communication engineering,77.0,2013,0.4155,0.7119,-0.2974,-0.3612,0.0973,265000
